Sentiments,Reviews
neutral,it good but doesnt fit in the machin and take too long to heat up
neutral,it fine not to much good
neutral,quantiti is a littl less but good in thi price
neutral,i like the product qualiti i just wish they were made a bit thicker so those whose arch ha just start flatten get a better support thi is mainli for those have flat foot but it doe help me avoid pain to an extent
neutral,it good but it becom sticki after wear first time not fulli satisfi
neutral,pack wa bluff overal nice
neutral,came a littl melt and wasnt packag properli otherwis okay
negative,i order rosemari oil but it wa alovera gel they review lf thi product wa good but i dont know whi seller sent me wrong product thi is first time happen to me veri disappoint
negative,my experi wa not good with thi store so i dont know how is it i havent use it
negative,im extrem disappoint by the qualiti of thi oil not pure
negative,bad experi it gm bar soap insid wrapper of gm pack so seller cheat and loot custom also price mention on packet and on product page is differ dont buy and not recommend
negative,i order safeguard soap gram but when i open the parcel it had onli piec found while i pay the price of realli disappoint me the seller therefor i made veri poor comment to the seller pleas upgrad your servic
negative,the product wa reciev broken it wa not even pack poperli atleast you should pack it properli sinc it break easili i did not pay to reciev damag product disappoint liter had to tape it togeth
negative,the packag wa veri poor qualiti rd class plastic and the lid wa broken when it arriv so i put it in my own bowl the product is good but pack is veri cheap qualiti
negative,i have order kg of transpar glycerin soap base and kg of milk soap base which i have not receiv but the seller send piec of gram of milk soap base
negative,under weight plastic rape not in plastic box as shown in store
negative,realli bad qualiti the condit ha gotten realli bad
negative,not much use feel uncomfort on feet when use after appli feet heel crack cream
negative,it not what you have advertis in the pictur it not silicon rather ha an adhes back also no gel disappoint
negative,veri poor qualiti doe not stick wastag of money
negative,it wa half of size shown in the pictur of foot so it veri disappoint
negative,dont by ani thing to thi seller total fake thing and damag shame on you
negative,im not happi about thi product it ha hole in sock
negative,veri bad experi veri low qualiti product
negative,cheap fake even not answer on give number
negative,veri veri bad experi it not a finger wax it a simpl wax it fake not recommend
negative,i didnt get thi order and i am charg for thi
negative,not good wast of money
negative,order piec of wax strip and they sent onli and paid full amount
negative,i think the spatula is more expens for just be a wooden stick of rs
negative,it is alreadi use becaus they are hair on itand the machin is not get charg sinc more than an hourreplac it or refund it
negative,it take half an hour to heat the machin and after minut the wax cool down it frustrat rica liposolubl ha no cap so it becom messi the price is a littl high
negative,in my opinion total wast of money as you can use loofa instead of thi or ani other textur cloth
negative,receiv pc which are just ok not too much good gsm need to be higher if you guy are charg more than the market price
negative,a littl too harsh on the skin
negative,product came on time it doesnot do what it claim and it veri expens
negative,i have receiv damag product with hole as shown in pictur
negative,it wa not worth it
negative,colour is good but so small in size look like a toy as compar to price includ deliveri charg it expens not so good
negative,lowest qualiti veri high price quit harsh on skin cheap replica of origin glove and no valu for money for a singl useless glove not worth it
negative,thi is a veri veri bad
negative,extrem useless product doe not do anyth at all wast of money veri sad to receiv it
negative,i am not so impress becaus it not hair shadow it just a skull color
negative,i have order in black and receiv in brown color bad experi
negative,it not african soap i even ask them befor buy
negative,i order ml bottl and they send me ml bottl dont order
negative,whi u do thi u said lotion shiner but there is onli shiner in the pack that not fair kindli send me complet set veri disappoint to shop from u
negative,veri bad experi becaus i order ml skin shiner and lotion and they send me ml my money is total wast
negative,no result wast my money
negative,no expir date mention on both bottleit expir
negative,it is a disgustingli bad experi of it kind as the seller are scumbag fraudul and cheater but the product is remark good i place the order for ml and paid for that quantiti and as their charact is they loot in quantiti and send me half i e ml i would strongli suggest not to buy from them
negative,not good at all smell realli weird made me have an headach
negative,it wa worst expir
negative,there isnt saffron onli it scent if i use it alon it irrit my skin so now i mix it with gramflour
negative,not recommend disappoint
negative,they are justifi themselv that they have sent me cocoa butter wow some seller think that custom are stupid and dont know what coco butter shea butter is never buy again from herbolog
negative,we know the differ between coco and shea butter agar ap ko pehli hi kisi ne coco butter k naam per shea butter de diya he to is ka him kuch nahi keh sakti
negative,ive not use it but it came in proper pack n look nice hope it will work i am a regular custom i will tri to review again after use
negative,thi do not look to be cocoa butter what i have order origin pictur show it is yellow which is it natur color color of suppli product is white with no smell and powderi textur
negative,thi is total fake and use less item i order someth and receiv some thin els block thi vendor and never suggest to buy anyth
negative,worst product anyon could ever have
negative,it not as soft as i wa expect the one which is in my use is much softer and cheaper
positive,veri happi forr each order daraz is best app these seller are the sooo best origin product recommend
positive,give glow to my skin n it also whithen my face
positive,fast ship im happi with my product
positive,best result i recommend it to all of u as im have such a glow skin in less price
positive,packag wa realli good nice product
positive,everyth wa fine
positive,veri nice and useful ubtan for all weather
positive,simpli best
positive,good productdeliv fast
positive,wow amaz in amaz price must buy and discov daraz
positive,it realli moisturis skin and doe not make skin sticki
positive,eden roc is veri old and famou brandit new version of prickli heat powder is awesom it feel like someon ha place an ice cube on your bodyit also good for rasheshappi to buy and use
positive,it nice product good qualiti perfect thank for daraz
positive,good product for summer origin product recommend to all thank you daraz and seller
positive,thank it awesom and so help in thi summer
positive,best qualiti as ever
positive,good product deliv in time
positive,origin product with late expiri
positive,good deliveri time and nice pack but covant is so littl fragranc is veri good
positive,it amazingth qualiti of the product is awesomen smell grbohat zaberdastit highli recommendedthank u daraz also for earli deliveri
positive,origin product nice pack fast deliveri
positive,product reveiv as mention fantast qualiti and im realli happi i order it from here i would definit recommend it to everyon product qualiti is
positive,packag wa good qualiti of thi bath ball is amaz veri soft and eleg recommend
positive,great product thumb up love it soft and i order it at night time next morn i receiv my oder fast dileveri great daraz
positive,veri well pack and time deliv the product is realli good and in veri econom price love the dual color combin and the materi is also good
positive,superb qualiti must buy it girl deliv on time price veri veri reason packag is also remark
positive,receiv on time and in a safe pack box the product is way more better than my expect love the dual color combin it quit big in size compar to the local market one and total worth the price
positive,the loofah wa same as shown i am veri happi and i will order more loofah from thi shop
positive,nice soft and same as show on pictur weldon
positive,seller send the origin productsam as shown in the pic i realli like thi bath ball loofah clean all the dust and dead skin cell from your bodi
positive,good qualiti and same
positive,afford price and nice qualiti time respons speed up the deliveri process
positive,nice packag qualiti
positive,veri use daili product
positive,nice and fluffi
positive,veri use product special for bath children price is also veri reason recommend
positive,deliv on time good glove
positive,great veri use
positive,veri good product i recommend thi product
positive,it wa awesom i honestli at first thought it wouldnt work but when i tri it doe exfoli well thank veri much
negative,doesnot remov dead skin veri bad experi
positive,i receiv my parcel and the qualiti is realli good thank you
negative,useless wast of money
negative,not so good
positive,smell is nice and goodorigin product
positive,i alway use thisit is a good product
positive,it is veri softmi mom like ita you can see i alreadi use iti alway bought it
positive,amaz love all the colour and the qualiti turn out to be more good in real
negative,veri bad not good it wa rust
negative,it wa broken and high price
positive,good item in reason price
positive,receiv item safe thank
positive,wow nice product arriv too fast just in day from lahor to multan it dispatch same day and qualiti is good too
positive,best qualiti reason length happi to purchas thank you daraz
negative,the bristl of the brush are veri hard feel like cloth wash brush and the spong it veri coars
positive,veri good and will definit buy again
positive,same as shown in pic good qualiti
positive,good shower spong no doubt in thi price wbm provid qualiti stuff in reason price and give discount also
positive,nice bath loofah im veri satisfiedsel is good who send me nice thing honest seller thank daraz thank seller
positive,thi is so nice soft and fluffi love have a bath with thi take away all the gunk and dirt of my bodi i love the two tone color bought thi on discount plu free ship so yayi will buy more in futur
positive,the loofah ha good qualiti and good for daili use help in remov the dead skin the loofah is not harsh on the skin and is budgetfriendli recommend
positive,receiv on time in box packag the product is made of good materi and is veri econom in price the dual color combin is veri catchi happi with my purchas
positive,omgi cant believ deliveri wa super fast like within hour wowww
positive,nice product deliv on time good qualiti thi wa the first time i purchas someth from thi shop and my experi wa good
positive,wellpack and got deliv within day i am fulli satisfi with the qualiti of thi product
positive,highli recommend for qualiti and price thank you seller
positive,same as shown i love it will shop again so soft and good qualiti
negative,third class qualiti
negative,these loofa suck even though the use of the loofah wa quit alot a good one doesnt tear up for the lack of a better word so fast i mean sure the dual color tone seem quit dope and all but the loofah itself should be abl to serv it purpos
negative,see the higher price rel to the other seller i thought that thi loofa would live up to my expect but my guess turn out far from the truth
negative,veri poor qualiti order yellow colour they send some fade blue glove dont recommend it
negative,extrem useless product doe not do anyth at all wast of money veri sad to receiv it
negative,i am not so impress becaus it not hair shadow it just a skull color
negative,i have order in black and receiv in brown color bad experi
positive,same as pic excel work
negative,veri expens accord to textur not satisfi
positive,fast deliveri product as per descript seller recommend
negative,send me the wrong colour if you had to send me the pink colour you should have told me at that time
negative,i order purpl colour but seller sent me pink which i hate i msg seller for wrong colour but he never repli dont buy from thi kind of peopl
negative,size is small not as shown
negative,i dont think it work veri bad qualiti
negative,worst product as the soap can not be appli to the bodi through thi
negative,item is not as useful as they show in videoi am not satisfi
negative,thi is extra soft which doe not provid proper clean
negative,dont order smallest size damag piec money wast
negative,low qualiti materi
negative,i order purpl colour but seller sent me pink which i hate i msg seller for wrong colour but he never repli dont buy from thi kind of peopl
positive,amaz product easi and handi to use materi is veri soft and feel so amaz i recommend thi product to everi one
negative,not good experi with purchasereceiv damag soappric is also differ on soapssom soap are old stock and seller send me mix with new stockal the soap are compressedi ask them to send my order in littl cardboard box but they did not
negative,bad experi too much strong smell look like chemic produc coz sac is an artifici flavor compani
negative,it came with leak bottl colour is like jame sheereen a local product not satisfi
negative,you are take much more deliveri charg then what wa mention also oil are leak from bottl
negative,not good same as shown in the pic but it smell wa not good i didnot use it i just wast my money
negative,veri bad experi it wa my first order from daraz mart i order toothbrush but receiv toothpast instead
negative,the stock they sold to me seem veri old stain are over it back
positive,excel product in cheap rate
positive,good qualiti light weight serv the purpos though slightli overpr imo well pack thankyou
positive,best product veri help for clean the teeth
positive,product is good with a veri reason price
negative,not origin make teeth weak
negative,tottali fake thing never buy it plz
negative,product is not good not satisfiy
negative,useless didnt work
negative,the order is deliv in daysbut i dot see a differ after appli it
negative,thi is not the product shown in the imag
negative,not same what they advertis useless product it seem like water insid the bottlenot recommend
negative,not clean the teeth as said by seller if you clean your teeth by product or not no differ
negative,it wa veri bad prodcut i am not satisf at all i wa acid which is use in batteri so be awar off thi product and do not use thi for your teeth
negative,useless product no result at all
negative,worst qualiti not as shown in pic didnt have ani flavour as said
negative,too small dont buy from thi store pleas
negative,order them in emergencytot expens on thi sotr anoth store is offer piec in same price rs
negative,didnt receiv it receiv dental floss in it place
negative,bit hard as compar to wax avail in market
positive,wax is good by qualiti
positive,so beauti neat and clean nice pack superb
positive,super fast deliveri arriv within a day the qualiti is also good star
positive,nice veri use good pack
positive,extrem satisfi fastest deliveri best product veri soft and easi to carri veri small box
positive,an excel product and in excel condit price is also good which wa rs
positive,nice help good one
positive,best qualiti and prompt servic
positive,great wax for brace
neutral,no doubt it is genuin colgat palmol compani colgat herbal toothpast i gave bad review becaus of it price issu when i place the order it price show to cut
negative,receiv damag pack not secur
negative,like a mint flavor is not good
negative,good experi as the product is as per the order
positive,a one qualiti product go to shop again
negative,not origin low qualiti
positive,it a good mouthwash
negative,not great all of them break in onli week of use they stop spin the moment it touch teeth
neutral,built qualiti and finish is great it is a cheap altern of oralb head but due to softer bristl it doesnt rotat well on the teeth
positive,for the price theyr realli good will do the job as the origin one are too expens they are about the same price that you would pay for normal brush will order again
positive,i receiv thi packet after a wait of day due to intern deliveri pack wa good and packer receiv wa in great shape it fit the oral b toothbrush realli well
positive,love them it fit perfectli well on my oralb electr brush
positive,good qualiti and same as advertis receiv in origin pack seal have tri it with oral b toothbrush and it work fine thank seller and daraz for the qualiti and servic
positive,item wa deliv within stipul time item is as describ
positive,work perfectli afford price satisfi
positive,thi product is worth the price tag and meet state specif it ha just the requir flexibl grip not too much neither too less the scraper part give the optimum clean softli ive use some other product which werent as sophist as thi one the seller is friendli and approach thi product must find it due place alongsid your other hygien product highli recommend
positive,the price the deliveri and most importantli the product wa amaz i am write thi review after use the product it is definit worth buy will buy more thank u seller
negative,thi product is not up to the mark it doesnt get the job done not recommend
negative,in pictur it shown there will be tongu scraper but get onli imag should have tongu scraper in it
neutral,doe it job but plastic is not of good qualiti
positive,excel highli recommend it veri smooth and comfort for tongu is not abras like the metal one
positive,it veri comfi and easi to use help you to keep your tongu clean on daili basi the seller is also surprisingli care about custom hat off to him
positive,thi nice note let me to review thi product as the note repres the seller is realli nice and honest he deliv what he comit i love it will order more for my famili
positive,thi scraper is amaz will definit recommend it to other
neutral,averag work
neutral,qualiti of machin is good but brush is not of good qualiti
positive,i love it it is veri use im realli great full for buy it from you becaus you are not like those other fraud star
neutral,i receiv the tooth brush a littl bit late but all the thing are perfect
positive,qualiti product worth buy recommend
positive,product qualiti veri good and work great satisfi
positive,thi is so best it clean veri well and even bright my teeth one shade ahead and their dental tool is super amaz total recommend
positive,it is so much use my yellow teeth beoom white in onli to day the user must get thi whose teeth is yellow and plaqu
positive,the qualiti is good and it work veri well it help to remov plaqu
positive,what an amaz product love it alreadi
negative,item qualiti is veri low poor i use as describ but no result found it is fake bad item
neutral,deliveri servic wa veri good fast but item qualiti is veri low poor i use as describ but no result found it is fake bad item
negative,when i first order packet a messag came by daraz that your order ha been cancel then the next day i again gave the same order and again the same messag camebut after day packet were deliv and i had to pay doubl moneythi is not fair
negative,it not work that muchnot whiten the teeth just clean the teeth that itbut it ok if you want to use for clean the teeth
negative,not satisfi no one is advis to buy thi product zero result
neutral,deliveri is awesom but product is wast of money
negative,got onli instead of two wast of money
negative,not worth buy no use wast
negative,not good wast my rs
negative,doesnt work as advertis
negative,total wast of money
neutral,deliveri servic wa veri good fast but item qualiti is veri low poor i use as describ but no result found it is fake bad item
negative,when i first order packet a messag came by daraz that your order ha been cancel then the next day i again gave the same order and again the same messag camebut after day packet were deliv and i had to pay doubl moneythi is not fair
negative,when thi is meant to be a day treatment whi can we onli order pack at a time thi make no differ to teeth ineffect
negative,it not work that muchnot whiten the teeth just clean the teeth that itbut it ok if you want to use fr clean the teeth
negative,dont think it work tri twice better to go for the uv ligth whiten thingi
negative,not veri good i felt like my teeth be stick the whole day after use it
negative,product doesnt do a thing mayb after use time it might
neutral,it make your teeth one shade lighter for veri short time
negative,it total fake product dont wast your money to buy thi product i use it but no ani differ in my teeth
negative,not good wast of money i appli for week but no result it a complet wast
negative,veri bad product no result onli wast of time and money recommend not to buy
negative,it is so bad i just wast my moneyit is total rubbish veri bad experi
negative,scam fake it doesnt work wast of money they send me two instead of one
negative,too mani side effect stain my teeth and damag my gum
negative,it useless no gel come from brush i return the product
negative,worst qualiti not recommend dont buy pleas
negative,qualiti is not good gel doesnt work as demonstr
negative,it is do noth i have wast my money and time
negative,it didnt work to for me it wa a wast of money
negative,no effect on my teeth
negative,veri veri bad
negative,deliveri wa fastth liquid insid is transpar instead of white as i thoughtbeen use it for daysdo not seem to be do much as my teeth are same
negative,tbh it hasnt yet work on me ive even appli it dilig for over or day now and the onli teeth that need it for are my canin which ave fluorid stain noth ill continu for a fortnight and see what happen but im not expect anyth
negative,product is broken i had to open it in hard way to use the liquid for the first time it work onli as tooth brush with past i havent use again
neutral,same as in picturebut result arent same
positive,deliveri veri fast same as order thank to daraz
neutral,i got my product and i hope it work good
neutral,satisfi
positive,veri good qualiti product valu for money veri fast deliv
positive,receiv my parcel just after a day so happi with the seller
positive,product is good grip of cover is also good deliveri take time
neutral,deliv in time a littl delic but get the job done
positive,good qualiti use product seller recommend
negative,it good but not more thn rs item i dont know whi are you sell thi in and with deliveri almost or the other thing u guy send peopl wrong item in sale day on purpos to boost sale and if they accept all good otherwis they go long way to return item to daraz center so they can save their halal earn and u guy do fake apolog and give them a voucher so they onli can buy thi cheap to rupe item in deliveri and instead of benifit they got scam and end up pay rs for thi cheap stuff lol
negative,what a gamer u guy are im impress and thi star is for thi scam situat not for you product if product realli worth rs you make peopl and daraz fool as show your name as flag ship store i dont know whi daraz dont take action regard these cheap seller who are make market place garbag and treat custom like a garbag thank
negative,it didnt work for me thi instrument can make your ear damag so be care
neutral,materi is good but useless product no result
neutral,good but piec are of the same type they should be differ
neutral,receiv as describ but not suitabl such hard thing for ear clean
neutral,it is okay but not highli recommend
negative,over price product
negative,price is high
neutral,origin product with nice pack but qualiti is not as i wa expect overal thank daraz and seller
positive,the receiv product is same as mention in the descript it wa just ok for wax clean
negative,the spring feel a littl hard insid the ear i had the thought that it would be a veri soft and veri flexibl spring
neutral,qualiti is veri low but realli use
neutral,not bad but it is just for kid
positive,nice kit to clean ear
negative,veri poorli pack with damag bristl
negative,thi is not the product shown in the imag
negative,the price are increas and the deliveri wa too late while my previou order wa cancel for no reason after week if your in a hurri dont buy from them
neutral,good but deliv veri late
positive,it wa origin product and arriv within a few day good experi with the product and seller
positive,got the deliveri on time and in one go thank
positive,a good product in qualiti and price much better than other
positive,veri satisfactori item receiv promptli thank daraz and thank supplier
positive,good product for patient
neutral,price is not deserv for it item so qualiti is good
negative,it useless without ani fragranc i even dont know it safe or not
negative,it not that much extra ordinari effect the way these peopl advertis ive been use it from last month noth happen
neutral,product is good not pack properli just cover in card board no shopper and no courier pack
neutral,it a normal wash it fine
positive,awesom experi
positive,im impress with the qualiti it is as it is shown in the pictur will shop more thank for send my waymi favorit product
negative,totali fraud no ani fragrenc look like water ad in bottl
neutral,fragranc is nice and also the packag but it not longlast within one to two hour the frangnanc is nill
neutral,it a good antiperspir for women it fragranc is not so good but the seller is authent and the product is origin
positive,well wrap well pack thank in good condit i do wish we could find larg ml and ml bottl though we tri onlin to find what we can not get in local store pleas make the larg one avail and some varieti
neutral,good but expens
positive,great product good packag good servic and deliveri time love it thank so much
positive,the product is greatbest in the market out there to prevent bad odor for more than hr it is origin as well
positive,veri well pack reach with in day it an origin product ive scan the barcod thank you daraz and thank to the seller
positive,the product i receiv wa fulli bubbl pack the deliveri time wa excel got the parcel in a day thankyou
positive,best product reduc odour and sweat keep fresh for long
positive,product ha been receiv and all of them are amaz i just love them thank you so much daraz and wb by hemani will shop again
positive,veri veri beauti and veri nice fragranc i am happi
positive,origin product for sure now for result i have to check after use it on the whole the packag wa good and i receiv the item safe and on time thank you drrashel shop and daraz
negative,not happi with the messag respons wont tell you anythingpoor chat respons
negative,i use it but it is not worthi for bodi aodoury cant reli on it as a deodrant
negative,they took the amount but never deliv the product seller is fake and dishonest pleas avoid thi seller complet i have request for the refund alreadi
negative,they mention wrong what they are send they are cheat with the costum
negative,not deliv as order bad experi to with vendor
negative,not recommend bought pack but it doesnt work
negative,veri bad pack
positive,realli good and their fragranc is also amaz
positive,my second time buy from ixora i bought of these absolut love these handwash the scent are awesom and soap last veri long also veri friendli on the pocket i will be ad some more good look pictur of other soap veri soon
positive,receiv order well pack satisfi
positive,seller is also honest and respons is also veri good
negative,the seller sold veri expens on the front the price is mention but seller sell us on not recommend to buy onlin from thi shopth seller is theft
positive,origin product i order pack veri cheap price big size must recommend thank daraz
negative,first time got the old stock realli disappoint
positive,veri good item daraz is alway me happi i hope win review
positive,origin product nice discount on azadi sale deliv on nd day of order thank daraz and seller
positive,as of descript veri nice use item deliveri on time overal good experi
positive,satisfi and highli recommend to other
negative,receiv box with extens leakag thi wa my first time to order such a groceri quit disappoint have initi return
negative,one of the pack wa nearli empti hardli ml wa in there highli unaccept
negative,pouch were leak becaus of broken cap as shown in pictur all pouch were wet becaus of these veri disappoint with the packag
negative,hand wash should be fine as it usual is from daraz but packag wasnt great both refil pack were dirti on the outsid and i clean them
positive,time deliv in excel condit and with good pack
positive,genuin item and product wa test tri magnifici product good packag veri veri veri veri fast deliveri
positive,genuin product with excel qualiti
negative,qualiti is veri poor they are reduc qualiti gradual thi is not profession work the packag seem to be done by amateur i wait so mani day and thi is what i get
negative,a sanit is a disinfect how can you trust a disinfect that wasnt seal properli do you even know and follow medic health regul i should be report you to the health author i want a refund and i will not be make the same mistak of deal with hemani ever again
negative,the cap is not that which is display on pic
negative,sender ha sent two differ hand sanit both ha differ scent colour and viscos total disappoint
negative,it rd time i order but at thi i m not satisfi unpleas smel no expiri date it mean thi product is too old and expir
negative,worst experi the lid come broken now the botll is useless for me i cant even keep that in my bag the one i brought from store wa bright blue in color with a pleasant smell and the smell of thi one is so unpleas i wast my money if there an option of no star ill be definit choos that
negative,i had previous order from you and wa realli impress so i decid to reorder two more sanit from you but i wa highli disappoint thi time one of the sanit i receiv had no label as you can see in the pictur below and is not even the same colour as the origin the second one is also not the same colour or consist as origin pictur attach highli disappoint i expect you to answer me regard thi fraud from your side
negative,veri poor qualiti of pack bottl are alreadi open in box wast of money
negative,thi wa my third order and everi time product qualiti wa differ first order qualiti wa veri good second wa ok and latest one qualiti is so pathet veri bad smell and didnt at all cool your hand like first one i dont know how come the same product qualiti chang everi time it mean that they dont have set standard for product develop and chang qualiti to veri low after their sale increas
negative,i have had hemani sanit which had a eleg smell and excel qualiti i order hand sanit which look same as mine on your profil but when i receiv the parcel today i wa like wth i have got veri third class copi of origin product and it ha no ani fragranc and full of sticki when appli on hand veri much disappoint khof e khuda kro kuch
negative,i receiv a fake product it not an origin one sinc the pandem began i have been use wb by hemani sanit but the one i got thi time through daraz were all fake the smell is entir differ the color is differ from the origin one i want it to get return asap
negative,qualiti of thi hand sanit is not good it is as thin as water seem like they have ad alot water in it more than alcohol
negative,they never told mention that how much alcohol use on that sanit worst sanit ive ever purchas never recommend who recommend minimum
negative,i order hand sanit they were expans see qualiti veri bad smell like soap and in my opinion ill throw away
negative,it is just a hand moistur with full of fragranc neither it contain ani inform about alcohol content nor it seem that it contain at least alcohol not recommend as a sanit not even deserv to be call as a sanit
negative,disappoint i had paid for bottl with the pump but receiv a bottl with a flip top it is not alcohol base disinfect either pleas dont wast money on thi product better use a soap
negative,the percentag of alcohol is not mention and from first hand experi the quantiti of alcohol is not enough to kill corona viru so if you want protect from corona go for anoth hand sanit thi one doesnt protect you
negative,pathet experi leak and broken bottl were deliv one bottl wa half empti colour of senit were differ with each other even order the same product top of the abov fragranc were differ of all three senit which i order
negative,it the second time im order thi the frist it wa great qualiti but now it like those cheap market one veri bad qualiti on the second time veri disappoint im return the product it not worth even rs
negative,the product came in late than promis it ha veri greasi feel after appli doe not compar to the one i earlier bought from a local superstor in person lead me to believ that it is not genuin wont buy it again and feel sad on wast my preciou money
negative,it textur and the qualiti is not same as befor too much thin and bad fragranc dont like it the previou sanit qualiti wa best thi one is not not recommend
negative,it a waist of money all bottl i order were differ in qualiti and fragranc even the plastic bottl and their cap were differ thi product is differ from what i purchas from phazal din pharmaci
negative,till date i can not not not not not receiv the packag and you say i receiv the packag what a bad servic
negative,when i text u about the price of sanit so you replo that it our daraz price we cant make it less from to then whi u decreas it proce now it complet riticul that in thi situat u have no worth human just u need to earn profit in thi wrong way veri disappoint
negative,i wasnt expect wb hemani would itself open a store on daraz on which product price would be escal abov it retail price i unintent visit wb hemani own onlin store where same sanit is be sold at rs but that wa after order from daraz i dont know whi they are bluf on daraz
neutral,same deliv as describ but again they didnt deliv the singl pump with item anyway amaz product
negative,i want to give you minu star for your deliveri partner blue ex it a pathet servic what is the use of ship charg when custom ha to collect hi packag from their offic
negative,the open cap wa broken and to ml alreadi wast
neutral,bottl wa not in good condit otherwis okay product
negative,veri low qualiti fragranc is veri light and expens
negative,veri disappoint and fake product
negative,color is littl bit differ from the pictur show in the product imag last time when i had order it color wa same as shown in their pictur further more fragranc is total differ and pungent as compar to the one i have order few month back
positive,nice experi in everi item by hemani great fragnenc i prefer everyon to buy thi thank hemani
negative,i am not satisfi with the product i wa leak insid the daraz seal shopper quantiti wa less it wa not thick it wa thin and there wa no inner seal behind the bottl cap here is some evid and i have also send a mail to daraz i also have an unbox video of it if anybodi els wish to see the video i am gon na share it on youtub can search bad senit receiv from daraz on june
neutral,alcohol percentag not mention and i think it smell is mayb rose cool feel on hand in gel form it effect god know
positive,good product pack with extrem care to avoid ani leakag or damag recievd in seal box bubbl plastic is also wrap around bottl credit goe to wb hemani do great job
positive,properli pack and time deliv origin product and my second order fulli satisfi with the product qualiti
positive,thi gel form sanit is veri good best qualiti non sticki and it fragnac is great must buy
positive,sanit wa well pack and sealednot drop at all veri good qualiti have veri strong and veri nice fragranc of rose non sticki also wont make hand itchi have some alovera or oili extract which help to keep hand clean nd moist look exactli literon time deliveryveri much happi with the product i highli recommend thi product thank daraz
positive,amaz product econom and time deliv got addit discount use visa card
neutral,good quantiti and qualiti the rose scent is a littl meh but it get the job done
positive,amaz product love a lot will order more
neutral,product is origion smell is good same as describ in pictur order second time satisfi deliv late
positive,when thi corona lock down began and all sanit were short from market it wa wb hemani that provid my organ wth bottl of sanit blue one as shown in pic got for myself and after consum bottl myself i again start search for sanit and after heavi research again found thi litr pack to be most reason one so bought it and it seem good also test by burn it onli differ from blue one is smell and thi red one dri more slowli or take more time to dri out so fill my empti blue bottl with thi litr bottl red sanit
negative,shame on you daraz for make peopl fool packag includ noth the sanit qualiti is rd class
positive,same as show with refresh rose smell and cool sensat good qualiti and good quantiti in thi price with expir date of amaz
neutral,product is good but you cheat the custom gram is less in thi bottl not gram
negative,the bottl came with a broken pump and lotion leak in the plastic wrap they had on it i tri to contact the seller for a replac but they forward me to the standard daraz return page which is too much hassl for me i thought they would have better product deliveri and return practic sinc it wa nivea but thi is just horribl overal it best that you dont buy from them there may be a lot of posit review here but chanc are that you receiv a broken product and then have to go through the return procedur and wast your time
negative,the bottl is half fill thi is so disappoint i need a refund
negative,poor packag bottl leak product wast disappoint with thi deliveri
negative,i m veri sad i order two lotion in which one bottl head is broken not recommend
neutral,price are expiri date are not mention you remov price and expiri date as you can see in pictur overal okay
neutral,one of the three bottl wa open and not fresh otherwis price and qualiti is good
negative,bottl wa broken so not total satisfi product is fine it not realli great experi when it not deliv in a good shape
positive,excel and origin product time deliv and freshli produc with long expiryon discount price is much lower happi to buy again
positive,receiv orign product veri well pack time deliv highli recomend retail price mention on bodi lotion bottl is rs and seller is sell after discount rs thi is not fair if price is updat so deliv product should also be updat one thank you daraz team for give voucher and amaz discount on grand year end sale
neutral,product is genuin but it wa spill a bit from the bottl charg a high amount for deliveri still send leak bottl
positive,nice product came in well pack it is good and veri well worth the purchas rich luxuri lotion that is that is ideal for extra dri and sensit skin help maintain natur moistiur soften the skin with it infus serum strongli recommend
positive,the patent nivea formula is use the knowledg that our skin contain suffici moistur in it deeper layer that assur it fresh healthi look unluckili with time and exposur to outsid influenc our skin often loos access to thi innter moistur depot inspir by natur skin process nivea ha develop an activ which reactiv the skin to use of hti sourc again
positive,infus with deep moistur serum to reduc the dryness of the skin a good product with enrich almomd oil that provid intens nourish and indulg moistur care for hour the result is a smooth soft and well moistur skin suitabl for dri and veri dri skin but not for eczema it is compat with skin applic and is dermatolog approv wash sanit and then moistur
positive,amaz moistur creamwith a veri nice fragrancegenuin product
positive,i order it from daraz sale it a steal and must buy it wa wrap in bubbl wrap so complet protect awesom deliveri servic super fast and origin product receiv _ a satisfi custom thankyou daraz
positive,the product is receiv in origin qualiti lotion is much better as compar to other quantiti wa ok packag wa satisfactori fragil wa mention on box for smooth deliveri
negative,receiv leak hand wash never expect thi sort of packag from daraz mall the cover of hand wash were not tape like previou
negative,packag wa a littl leak but it not due to travel pleas improv yourself dont blame courier servic
positive,alhamdulillah my shop experi from daraz ha been success and my incom ha increas thank to daraz
positive,thank you so much daraz and glowlov for provid me genuin fairlov cream in ml quantiti price mention on pack and long expiri date i got amaz discount on sale and daraz club member voucher i alway recommend daraz onlin shop thank again daraz
positive,fair love origin form offici store fast ship with great packag thank daraz for provid good and fast servic
positive,highli recommend fulli satisfi thank daraz thank seller
positive,wow origin rivaj product amaz hand and foot mask receiv in good packag
positive,origin product good expir date happi and satisfi thank for free gift
negative,im veri disappoint becaus it doesnt work and not good qualiti
negative,veri poor complet useless it did not do a thing i wish i had the option to give u not even a singl star
negative,third classso annoy experi size is too small
negative,order a pair of pink but i onli receiv one and that too in yellow color veri bad
positive,veri well fit veri scrunchi exactli as advertis beauti orang color i order two receiv two the next day fast deliveri excel
positive,omg thi is the best chopstick ever the price respons the qualiti is so so good and also seller send me these chopstick as a gift too thank you so much im realli happi
